,,,Start location LRP,Start location Offset,Start location Chainage,End location LRP,End location Offset,End location Chainage,Length (Km),Traffic Data Heavy Truck,Traffic Data Medium Truck,Traffic Data Small Truck,Traffic Data Large Bus,Traffic Data Medium Bus,Traffic Data Micro Bus,Traffic Data Utility,Traffic Data Car,Traffic Data Auto Rickshaw,Traffic Data Motor Cycle,Traffic Data Bi-Cycle,Traffic Data Cycle Rickshaw,Traffic Data Cart,Total Motorized,Total Non Motorized,Total Total AADT,Traffic (AADT)
1284,R360-13,"Bhairab (int with Z3605) - Bhairab Bazar (Durjoy Chattar) (road end, int with N2)",LRP113,826,114.167,LRP114,2032,116.385,2.218,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0
1288,R364-1,"Battoli (road start, int with R360) - Kishoreganj (road end)",LRPS,0,0,LRPE,0,3.034,3.034,0.0,771.0,522.0,456.0,170.0,221.0,139.0,246.0,2327.0,1602.0,619.0,529.0,0.0,6454.0,1148.0,7602.0,7602.0
1292,R370-1,"Mymensingh DC office (road start, int with N3 & N401) - Shamvuganj (int with R360)",LRPS,0,0,LRP006,1033,6.102,6.102,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0
1293,R370-2,Shamvuganj (int with R360) - Raghurampur (int with R371),LRP006,1033,6.102,LRP006,1384,6.453,0.351,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0
1294,R370-3,Raghurampur (int with R371) - Shamganj (int with Z3704),LRP006,1384,6.453,LRP023,141,22.371,15.918,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0
1295,R370-4,Shamganj (int with Z3704) - Magra Bridge (int with Z3701),LRP023,141,22.371,LRP039,1369,39.741,17.370,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0
1296,R370-5,Magra Bridge (int with Z3701) - Netrakona Post office (int with Z3707),LRP039,1369,39.741,LRP039,2668,41.04,1.299,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0
1297,R370-6,Netrakona Post office (int with Z3707) - Int with Z3709,LRP039,2668,41.04,LRP039,4050,42.422,1.382,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0
1298,R370-7,Int with Z3709 - Thakurakona (int with Z3703),LRP039,4050,42.422,LRP051,1484,51.942,9.520,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0
1299,R370-8,Thakurakona (int with Z3703) - Dharmapash (int with Z2805),LRP051,1484,51.942,LRP064,11738,75.233,23.291,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0
1300,R370-9,Dharmapash (int with Z2805) - Niamatpur (int with Z2806),LRP064,11738,75.233,LRP081,38564,118.38,43.147,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0
1301,R370-10,"Niamatpur (int with Z2806) - Sunamganj road (road end, int with R280)",LRP081,38564,118.38,LRP081,51184,131,12.620,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0
1305,R371-1,"Raghurampur (road start, int with R370) - Phulpur (int with Z3711)",LRPS,0,0,LRP024,1016,24.276,24.276,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0
1306,R371-2,Phulpur (int with Z3711)-Nakla(int with Z4609),LRP024,1016,24.276,LRP045,560,44.33,20.054,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0
1307,R371-3,Nakla(int with Z4609)-Ashtamitala(int.with Z4617),LRP045,560,44.33,LRP060,340,59.12,14.790,0.0,337.0,121.0,284.0,0.0,95.0,65.0,72.0,1741.0,685.0,454.0,374.0,0.0,3400.0,828.0,4228.0,4228.0
1308,R371-4,Ashtamitala(int.with Z4617)-Sherpur(Khararpar) Int.with R460,LRP060,340,59.12,LRPE,0,65.17,6.050,0.0,337.0,121.0,284.0,0.0,95.0,65.0,72.0,1741.0,685.0,454.0,374.0,0.0,3400.0,828.0,4228.0,4228.0
1312,R372-1,Shambhuganj-Puratan Ferry Ghat,LRPS,0,0,LRPE,0,1.92,1.920,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0
1316,R450-1,"Saidabad (road start, int with N405) - Sirajganj, Old Zail Khana more",LRPS,0,0,LRP007,2870,8.99,8.990,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0
1320,R451-1,"Nalka (road start, int with N405) - Kazipur Mor (Int.with Z5401)",LRPS,0,0,LRPS,10845,10.845,10.845,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0
1321,R451-2,Kazipur Mor (Int.with Z5401) - Rail gate (int with Z5402),LRPS,10845,10.845,LRPS,12800,12.8,1.955,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0
1322,R451-3L,Rail gate (int with Z5402) - Kata WAPDA (int with R450) (Left),LRPS,12800,12.8,LRPS,13378,13.378,0.578,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0
1323,R451-3R,Rail gate (int with Z5402) - Kata WAPDA (int with R450) (Right),LRPS,12800,12.8,LRPS,13378,13.378,0.578,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0
1324,R451-4,Kata WAPDA (int with R450) - bot tala more Sirajganj (road end),LRPS,13378,13.378,LRPE,0,14.44,1.062,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0
1328,R460-1,"Shantinagor (road start, int with N4) - Nandirbazar (int with Z4606)",LRPS,0,0,LRP007,163,7.543,7.543,0.0,395.0,123.0,66.0,70.0,75.0,127.0,62.0,2286.0,1398.0,112.0,119.0,14.0,4602.0,245.0,4847.0,4847.0
1329,R460-2,Nandirbazar (int with Z4606) - Kanashakhola (int with Z4617),LRP007,163,7.543,LRP014,165,14.6,7.057,0.0,395.0,123.0,66.0,70.0,75.0,127.0,62.0,2286.0,1398.0,112.0,119.0,14.0,4602.0,245.0,4847.0,4847.0
1330,R460-3,Kanashakhola (int with Z4617) - Sherpur (Int.with Z4604),LRP014,165,14.6,LRP018,344,18.895,4.295,0.0,259.0,264.0,17.0,78.0,174.0,68.0,41.0,1754.0,940.0,231.0,262.0,0.0,3595.0,493.0,4088.0,4088.0
1331,R460-4,Sherpur (Int.with Z4604) - Jhulgaon (Int. Z4605),LRP018,344,18.895,LRP028,297,29.107,10.212,0.0,259.0,264.0,17.0,78.0,174.0,68.0,41.0,1754.0,940.0,231.0,262.0,0.0,3595.0,493.0,4088.0,4088.0
1332,R460-5,"Jhulgaon (Int. Z4605) - Bangaon (road end, int with Z 4602 and Z4603)",LRP028,297,29.107,LRP032,343,32.875,3.768,0.0,259.0,264.0,17.0,78.0,174.0,68.0,41.0,1754.0,940.0,231.0,262.0,0.0,3595.0,493.0,4088.0,4088.0
1336,R480-1,"Elanga (road start, int with N4) - Bhuanpur bus stand (int with Z3037)",LRPS,0,0,LRP015,800,15.915,15.915,0.0,248.0,248.0,139.0,1.0,82.0,4.0,70.0,1943.0,507.0,400.0,518.0,1.0,3242.0,919.0,4161.0,4161.0
1337,R480-2,Bhuanpur bus stand (int with Z3037) - Bhuanpur (int with Z4801),LRP015,800,15.915,LRP015,1748,16.863,0.948,0.0,248.0,248.0,139.0,1.0,82.0,4.0,70.0,1943.0,507.0,400.0,518.0,1.0,3242.0,919.0,4161.0,4161.0
1338,R480-3,Bhuanpur (int with Z4801) - Gobindasi Ferry ghat (road end),LRP015,1748,16.863,LRP020,2206,22.402,5.539,0.0,248.0,248.0,139.0,1.0,82.0,4.0,70.0,1943.0,507.0,400.0,518.0,1.0,3242.0,919.0,4161.0,4161.0
1342,R504-1,Hemayetpur(int.with N5)-Manikganj(int.with N5),LRPS,0,0,LRPE,0,33.907,33.907,0.0,155.0,185.0,0.0,196.0,193.0,25.0,121.0,1833.0,695.0,427.0,467.0,0.0,3403.0,894.0,4297.0,4297.0
1346,R506-1,Barangail(int.with N5)-Duburia (int.with Z4009),LRPS,0,0,LRP017,6000,22.619,22.619,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0
1347,R506-2,Duburia(int.with Z4009)-Elasin(Int.with Z4007),LRP017,6000,22.619,LRP031,9822,39.881,17.262,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0
1348,R506-3,Elasin(Int.with Z4007)-Tangail (Int.with Z4015),LRP031,9822,39.881,LRP052,1816,52.51,12.629,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0
1349,R506-4,Tangail (Int.with Z4015)-Tangail Old Bus stand(int.with N404),LRP052,1816,52.51,LRPE,0,53.733,1.223,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0
1353,R543-1,"Model More(int.with R545)-Kunjobon, Mohadevpur(int.with Z5456)",LRPS,0,0,LRPE,0,1.92,1.920,0.0,190.0,218.0,0.0,0.0,152.0,34.0,57.0,1392.0,1169.0,532.0,517.0,0.0,3212.0,1049.0,4261.0,4261.0
1357,R544-1,Santahar More(int.with R545)-Atrai,LRPS,0,0,LRPE,0,25.7,25.700,0.0,190.0,218.0,0.0,0.0,152.0,34.0,57.0,1392.0,1169.0,532.0,517.0,0.0,3212.0,1049.0,4261.0,4261.0
1361,R545-1,Bogra (Namajghar)-Int.with N5,LRPS,0,0,LRPS,1840,1.84,1.840,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0
1362,R545-2,Int.with N5-Dargahat (Int.with Z5053),LRPS,1840,1.84,LRP010,620,10.48,8.640,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0
1363,R545-3,Dargahat (Int.with Z5053)-Dhubchachia (int.with Z5202),LRP010,620,10.48,LRP019,1675,20.59,10.110,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0
1364,R545-4,Dhubchachia (int.with Z5202)-Murail(int.with Z5459),LRP019,1675,20.59,LRP031,928,31.813,11.223,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0
1365,R545-5,Murail(int.with Z5459)-Adamdighi(int.with R546),LRP031,928,31.813,LRP038,600,38.565,6.752,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0
1366,R545-6,Adamdighi(int.with R546)-Naogaon Bypass (Int.with N516),LRP038,600,38.565,LRP041,840,41.84,3.275,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0
1367,R545-7,Naogaon Bypass (Int.with N516)-Int.with R544,LRP041,840,41.84,LRP042,815,42.815,0.975,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0
1368,R545-8,Int.with R544-Naogaon (Kathaltala more)int.with R548,LRP042,815,42.815,LRP044,471,44.471,1.656,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0
1369,R545-9,Naogaon (Kathaltala more)int.with R548-SP office (int.with N516),LRP044,471,44.471,LRP049,2350,51.35,6.879,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0
1370,R545-10,SP office (int.with N516)-Chowmasia (Int.with R685),LRP049,2350,51.35,LRP058,1057,59.057,7.707,6.0,1305.0,1038.0,242.0,583.0,218.0,71.0,114.0,1304.0,1124.0,843.0,1086.0,0.0,6005.0,1929.0,7934.0,7934.0
1371,R545-11,Chowmasia (Int.with R685)-Mohadebpur (Int.with Z5456),LRP058,1057,59.057,LRP070,700,70.66,11.603,32.0,538.0,270.0,190.0,179.0,96.0,51.0,40.0,265.0,735.0,330.0,245.0,0.0,2396.0,575.0,2971.0,2971.0
1372,R545-12,Mohadebpur (Int.with Z5456)-Patnitala (Int.with R547),LRP070,700,70.66,LRP084,605,84.63,13.970,32.0,538.0,270.0,190.0,179.0,96.0,51.0,40.0,265.0,735.0,330.0,245.0,0.0,2396.0,575.0,2971.0,2971.0
1373,R545-13,Patnitala (Int.with R547)-Khanjanpur (Int.with R549),LRP084,605,84.63,LRP117,1350,118.18,33.550,13.0,208.0,201.0,0.0,179.0,55.0,11.0,33.0,491.0,1207.0,1022.0,532.0,0.0,2398.0,1554.0,3952.0,3952.0
1374,R545-14,Khanjanpur (Int.with R549)-Joypurhat (Pachur More)int.with R550,LRP117,1350,118.18,LRPE,0,120.93,2.750,13.0,208.0,201.0,0.0,179.0,55.0,11.0,33.0,491.0,1207.0,1022.0,532.0,0.0,2398.0,1554.0,3952.0,3952.0
1378,R546-1,Char matha (Int.with R 546 & R 545) -Shantahar,LRPS,0,0,LRP003,475,3.46,3.460,8.0,311.0,194.0,22.0,243.0,121.0,28.0,76.0,1260.0,1506.0,1524.0,1730.0,0.0,3769.0,3254.0,7023.0,7023.0
1382,R547-1,Naogaon-Int.with N516,LRPS,0,0,LRPS,700,0.7,0.700,84.0,160.0,219.0,16.0,153.0,59.0,25.0,31.0,409.0,1286.0,792.0,419.0,0.0,2442.0,1211.0,3653.0,3653.0
1383,R547-2,Int.with N516-Badalgachhi (int.with Z5452),LRPS,700,0.7,LRP014,1905,15.93,15.230,84.0,160.0,219.0,16.0,153.0,59.0,25.0,31.0,409.0,1286.0,792.0,419.0,0.0,2442.0,1211.0,3653.0,3653.0
1384,R547-3,Badalgachhi(int.with Z5452)-Patnitala(int.with R545),LRP014,1905,15.93,LRP018,15510,33.25,17.320,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0
1385,R547-4,Patnitala(int.with R545)-Saraigachhi (Int.with Z5456),LRP018,15510,33.25,LRP068,695,68.945,35.695,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0
1386,R547-5,Saraigachhi (Int.with Z5456)-Adda Bazar(int.with Z6812),LRP068,695,68.945,LRP088,420,88.77,19.825,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0
1387,R547-6,Adda Bazar(int.with Z6812)-Rohonpur(int.with Z6802),LRP088,420,88.77,LRP100,585,100.985,12.215,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0
1391,R548-1,Naogaon (Kathaltala More)int.with R545-Atrai(int.with Z5469),LRPS,0,0,LRP027,980,28.08,28.080,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0
1392,R548-2,Atrai(int.with Z5469)-Int.with Z5210,LRP027,980,28.08,LRP027,12885,39.985,11.905,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0
1393,R548-3,Int.with Z5210-Baidyanath More (Int.with N6)Natore,LRP027,12885,39.985,LRPE,0,53.321,13.336,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0
1397,R549-1,Badalgachhi (int.with R547)-Joypurhat (Khanjanpur) Int.with R545,LRPS,0,0,LRP019,1065,20.29,20.290,1.0,64.0,94.0,0.0,96.0,14.0,2.0,5.0,711.0,446.0,632.0,399.0,0.0,1433.0,1031.0,2464.0,2464.0
1401,R550-1,Mokamtala(int.with N5)-Amtoli(Int.with Z5507),LRPS,0,0,LRP004,1446,5.476,5.476,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0
1402,R550-2,Amtoli(Int.with Z5507)-Kalai(Int.with Z5509),LRP004,1446,5.476,LRP024,20,24.06,18.584,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0
1403,R550-3,Kalai(Int.with Z5509)-Bottali(Int.with Z5501),LRP024,20,24.06,LRP028,580,28.63,4.570,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0
1404,R550-4,Bottali(Int.with Z5501)-Hitchmi Bazar(Int.with Z5504),LRP028,580,28.63,LRP032,250,32.22,3.590,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0
1405,R550-5,Hitchmi Bazar(Int.with Z5504)-Pachur more (int.with R545 & Z5503),LRP032,250,32.22,LRP036,900,36.84,4.620,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0
1409,R555-1,Palashbari(int.with N5)-Shaplamill (Int.with Z5558),LRPS,0,0,LRP016,1126,16.9,16.900,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0
1410,R555-2,Shaplamill (Int.with Z5558)-Gaibandha (Int.with Z5553),LRP016,1126,16.9,LRP016,4183,19.957,3.057,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0
1411,R555-3,"Gaibandha (Int.with Z5553)-Gaibandha Zehikhana more(int.with Z5613,Z5555 , Z 5552)",LRP016,4183,19.957,LRPE,0,21.015,1.058,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0
1415,R556-1,Mithapukur-Madhayapara (Int.with R557),LRPS,0,0,LRP023,900,23.241,23.241,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0
1416,R556-2,Madhayapara (Int.with R557)-Int.with Z5561,LRP023,900,23.241,LRP025,690,24.771,1.530,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0
1417,R556-3,Madhayapara (Int.with Z5561)-Maheshpur (Int.with R558),LRP025,690,24.771,LRP033,550,32.64,7.869,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0
1418,R556-4,Maheshpur (Int.with R558)-Fulbari (int.with R585),LRP033,550,32.64,LRPE,0,35.131,2.491,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0
1422,R557-1,Madhayapara-Badarganj,LRPS,0,0,LRP013,3,12.943,12.943,14.0,110.0,188.0,8.0,3.0,104.0,84.0,84.0,594.0,836.0,831.0,570.0,0.0,2025.0,1401.0,3426.0,3426.0
1426,R558-1,Maheshpur(int.with R556)- Barapukuria,LRPS,0,0,LRP005,600,5.08,5.080,6.0,206.0,75.0,3.0,18.0,155.0,16.0,61.0,97.0,643.0,502.0,202.0,0.0,1280.0,704.0,1984.0,1984.0
1430,R560-1,Paglapir(Int.with N5) -Monthanarhat(int.with Z5018),LRPS,0,0,LRP012,50,11.69,11.690,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0
1431,R560-2,Monthanarhat(int.with Z5018)-Jaldhaka (int.with Z5703),LRP012,50,11.69,LRP029,1060,29.16,17.470,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0
1432,R560-3,Jaldhaka (int.with Z5703)-Borokhata more(Int.with N509),LRP029,1060,29.16,LRPE,0,57.13,27.970,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0
1436,R570-1,Sayedpur (WAPDA More)-Darwani(int.with Z5008),LRPS,0,0,LRP010,650,9.735,9.735,10.0,608.0,360.0,97.0,109.0,121.0,162.0,85.0,1182.0,2122.0,3209.0,1318.0,0.0,4856.0,4527.0,9383.0,9383.0
1437,R570-2,Darwani(int.with Z5008)-Int.with Z5709,LRP010,650,9.735,LRP014,105,13.21,3.475,10.0,608.0,360.0,97.0,109.0,121.0,162.0,85.0,1182.0,2122.0,3209.0,1318.0,0.0,4856.0,4527.0,9383.0,9383.0
1438,R570-3,Int.with Z5709-Nilphamari (GPO More),LRP014,105,13.21,LRPE,0,15.33,2.120,10.0,608.0,360.0,97.0,109.0,121.0,162.0,85.0,1182.0,2122.0,3209.0,1318.0,0.0,4856.0,4527.0,9383.0,9383.0
1442,R585-1,Gobindaganj-Kata(Int.with Z5855),LRPS,0,0,LRP004,1675,4.675,4.675,184.0,1683.0,1359.0,159.0,279.0,142.0,42.0,138.0,1424.0,1103.0,608.0,839.0,1.0,6513.0,1448.0,7961.0,7961.0
1443,R585-2,Kata(Int.with Z5855)-Goraghat bazar (Int.with Z5852),LRP004,1675,4.675,LRP016,820,16.01,11.335,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0
1444,R585-3,Goraghat bazar (Int.with Z5852)-Goraghat (Int.with Z5856),LRP016,820,16.01,LRP021,159,20.129,4.119,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0
1445,R585-4,Goraghat (Int.with Z5856)-Bhaduria(Int.with Z5851),LRP021,159,20.129,LRP035,555,34.505,14.376,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0
1446,R585-5,Bhaduria(Int.with Z5851)-Bejon(Int.with Z5864),LRP035,555,34.505,LRP050,895,49.915,15.410,49.0,913.0,180.0,158.0,125.0,95.0,43.0,64.0,398.0,1263.0,1539.0,1394.0,0.0,3288.0,2933.0,6221.0,6221.0
1447,R585-6,Bejon(Int.with Z5864)-Birampur(Int.with Z5851),LRP050,895,49.915,LRP054,442,53.542,3.627,198.0,1344.0,580.0,560.0,590.0,354.0,306.0,249.0,553.0,1414.0,721.0,397.0,2.0,6148.0,1120.0,7268.0,7268.0
1448,R585-7,Birampur(Int.with Z5851)-Fulbari Trimohoni(Int.with R556),LRP054,442,53.542,LRP066,1200,66.22,12.678,198.0,1344.0,580.0,560.0,590.0,354.0,306.0,249.0,553.0,1414.0,721.0,397.0,2.0,6148.0,1120.0,7268.0,7268.0
1449,R585-8,Fulbari Trimohoni(Int.with R556)-Fulbari (Int.with Z5857),LRP066,1200,66.22,LRP069,430,68.48,2.260,81.0,670.0,395.0,149.0,385.0,103.0,43.0,120.0,278.0,1049.0,398.0,272.0,0.0,3273.0,670.0,3943.0,3943.0
1450,R585-9,Fulbari (Int.with Z5857)-Amtali(Int.with Z5804),LRP069,430,68.48,LRP087,1792,87.752,19.272,81.0,670.0,395.0,149.0,385.0,103.0,43.0,120.0,278.0,1049.0,398.0,272.0,0.0,3273.0,670.0,3943.0,3943.0
1451,R585-10,Amtali(Int.with Z5804)-Dinajpur (Fulbari Bus Stand)Int.with R556,LRP087,1792,87.752,LRP107,44,105.624,17.872,81.0,670.0,395.0,149.0,385.0,103.0,43.0,120.0,278.0,1049.0,398.0,272.0,0.0,3273.0,670.0,3943.0,3943.0
1452,R585-11,Dinajpur (Fulbari Bus Stand)Int.with R556-Dinajpur (Hospital More),LRP107,44,105.624,LRP107,1150,106.73,1.106,0.0,150.0,121.0,0.0,95.0,80.0,27.0,87.0,2317.0,2478.0,1851.0,1791.0,0.0,5355.0,3642.0,8997.0,8997.0
1456,R586-1,Fulbari Bus Stand-Kumarpara (Int.with Z5025),LRPS,0,0,LRPS,1160,1.16,1.160,158.0,899.0,403.0,264.0,265.0,284.0,98.0,163.0,1530.0,1551.0,1265.0,1335.0,0.0,5615.0,2600.0,8215.0,8215.0
1457,R586-2,Kumarpara (Int.with Z5025)-Govt.College More,LRPS,1160,1.16,LRPE,0,3.266,2.106,158.0,899.0,403.0,264.0,265.0,284.0,98.0,163.0,1530.0,1551.0,1265.0,1335.0,0.0,5615.0,2600.0,8215.0,8215.0
1461,R587-1,Bus Stand-Thakurgaon BISIC more (Int.with Z5059),LRPS,0,0,LRP003,650,3.65,3.650,198.0,636.0,304.0,168.0,410.0,277.0,270.0,245.0,4275.0,4395.0,3983.0,5830.0,0.0,11178.0,9813.0,20991.0,20991.0
1462,R587-2,Thakurgaon BISIC more (Int.with Z5059)-Thakurgaon Railway-station,LRP003,650,3.65,LRPE,0,6.14,2.490,198.0,636.0,304.0,168.0,410.0,277.0,270.0,245.0,4275.0,4395.0,3983.0,5830.0,0.0,11178.0,9813.0,20991.0,20991.0
1466,R601-1,Pabna-Sujanagar (int.with Z6030),LRPS,0,0,LRP019,204,18.384,18.384,8.0,184.0,212.0,0.0,72.0,62.0,17.0,18.0,1390.0,990.0,974.0,1068.0,11.0,2953.0,2053.0,5006.0,5006.0
